2大型汽车3-11-1至2大型汽车4-4-30注销车辆信息,,,
号牌种类,号牌号码,燃料种类,出厂日期
大型汽车,A11283,汽油,1990/3/1
大型汽车,A19418,汽油,1990/3/1
大型汽车,A06056,汽油,1990/3/1
大型汽车,A20468,汽油,1990/3/1
大型汽车,A19417,汽油,1990/3/1
大型汽车,A19411,汽油,1990/3/1
大型汽车,A18750,汽油,1990/3/1
大型汽车,A12520,汽油,1990/3/1
大型汽车,A10342,汽油,1990/3/1
大型汽车,A09272,汽油,1990/3/1
大型汽车,A19419,汽油,1990/3/1
大型汽车,A20474,汽油,1990/3/1
小型汽车,A18262,汽油,1990/3/1
小型汽车,A09565,汽油,1990/3/1
小型汽车,A17626,汽油,1990/3/1
小型汽车,A06537,汽油,1990/3/1
小型汽车,A18268,汽油,1990/3/1
大型汽车,A20398,汽油,1990/3/2
大型汽车,A20469,汽油,1990/3/3
大型汽车,A15803,汽油,1990/3/3
大型汽车,A20131,汽油,1990/3/7
大型汽车,A09267,汽油,1990/3/8
大型汽车,A01117,汽油,1990/3/8
小型汽车,A19041,汽油,1990/3/8
小型汽车,A05331,汽油,1990/3/11
大型汽车,A04705,汽油,1990/3/12
小型汽车,A04198,汽油,1990/3/12
大型汽车,A20109,汽油,1990/3/15
大型汽车,A22056,汽油,1990/3/15
大型汽车,A22059,汽油,1990/3/15
大型汽车,A22063,汽油,1990/3/15
大型汽车,A22061,汽油,1990/3/15
大型汽车,A22058,汽油,1990/3/15
小型汽车,A18663,汽油,1990/3/15
大型汽车,A22199,汽油,1990/3/17
小型汽车,A05962,汽油,1990/3/17
小型汽车,A09772,汽油,1990/3/18
小型汽车,A03891,汽油,1990/3/19
小型汽车,A10560,汽油,1990/3/20
小型汽车,A12610,汽油,1990/3/21
大型汽车,A02104,汽油,1990/3/22
大型汽车,A08631,汽油,1990/3/23
大型汽车,A04001,汽油,1990/3/26
大型汽车,A05934,汽油,1990/3/26
大型汽车,A04832,汽油,1990/3/28
大型汽车,A04841,汽油,1990/3/28
大型汽车,A05424,汽油,1990/3/28
大型汽车,A06025,汽油,1990/3/30
大型汽车,A16351,汽油,1990/4/1
大型汽车,A10746,汽油,1990/4/1
小型汽车,A47918,汽油,1990/4/1
小型汽车,A14050,汽油,1990/4/1
大型汽车,A02176,汽油,1990/4/3
大型汽车,A06712,汽油,1990/4/5
小型汽车,A12940,汽油,1990/4/9
大型汽车,A16300,汽油,1990/4/16
大型汽车,A14450,汽油,1990/4/18
大型汽车,A10002,汽油,1990/4/18
小型汽车,A03075,汽油,1990/4/23
小型汽车,A16228,汽油,1990/4/23
大型汽车,A24570,汽油,1990/4/24
大型汽车,A24571,汽油,1990/4/24
小型汽车,A14737,汽油,1990/4/24
大型汽车,A05399,汽油,1990/4/26
大型汽车,A10082,汽油,1990/4/27
小型汽车,A15545,汽油,1990/4/27
小型汽车,A13815,汽油,1990/4/28
小型汽车,A23329,汽油,1990/4/28
大型汽车,A05328,汽油,1990/4/29
小型汽车,A17237,汽油,1990/4/30
大型汽车,A05254,汽油,1990/5/1
大型汽车,A11044,汽油,1990/5/1
大型汽车,A10131,汽油,1990/5/1
大型汽车,A08423,汽油,1990/5/1
大型汽车,A22020,汽油,1990/5/1
大型汽车,A14864,汽油,1990/5/1
大型汽车,A15900,汽油,1990/5/1
大型汽车,A17577,汽油,1990/5/1
大型汽车,A08907,汽油,1990/5/1
小型汽车,A13913,汽油,1990/5/1
小型汽车,A14550,汽油,1990/5/1
小型汽车,A06063,汽油,1990/5/1
小型汽车,A01527,汽油,1990/5/1
小型汽车,A09982,汽油,1990/5/1
大型汽车,A05616,汽油,1990/5/2
小型汽车,A15459,汽油,1990/5/2
大型汽车,A19333,汽油,1990/5/3
大型汽车,A28197,汽油,1990/5/3
大型汽车,A17576,汽油,1990/5/3
大型汽车,A21990,汽油,1990/5/5
小型汽车,A04394,汽油,1990/5/7
小型汽车,A10824,汽油,1990/5/9
大型汽车,A12374,汽油,1990/5/10
大型汽车,A03711,汽油,1990/5/13
大型汽车,A06149,汽油,1990/5/14
小型汽车,A26217,汽油,1990/5/14
大型汽车,A13860,汽油,1990/5/19
大型汽车,A13142,汽油,1990/5/20
大型汽车,A05395,汽油,1990/5/20
小型汽车,A19746,汽油,1990/5/20
大型汽车,A05327,汽油,1990/5/21
小型汽车,A03150,汽油,1990/5/21
大型汽车,A08610,汽油,1990/5/22
小型汽车,A59079,汽油,1990/5/22
大型汽车,A16407,汽油,1990/5/23
大型汽车,A04659,汽油,1990/5/24
大型汽车,A16143,汽油,1990/5/25
大型汽车,A13312,汽油,1990/5/27
大型汽车,A13311,汽油,1990/5/27
大型汽车,A13313,汽油,1990/5/27
大型汽车,A13314,汽油,1990/5/27
大型汽车,A16364,汽油,1990/5/27
大型汽车,A13032,汽油,1990/5/27
大型汽车,A14462,汽油,1990/5/28
大型汽车,A14463,汽油,1990/5/28
大型汽车,A05745,汽油,1990/5/31
大型汽车,A03285,汽油,1990/5/31
小型汽车,A17839,汽油,1990/5/31
大型汽车,A16361,汽油,1990/6/1
大型汽车,A12229,汽油,1990/6/1
大型汽车,A15893,汽油,1990/6/1
大型汽车,A15892,汽油,1990/6/1
大型汽车,A17039,汽油,1990/6/1
大型汽车,A15894,汽油,1990/6/1
小型汽车,A14629,汽油,1990/6/1
大型汽车,A13417,汽油,1990/6/2
大型汽车,A09338,汽油,1990/6/4
小型汽车,A15194,汽油,1990/6/4
小型汽车,A16515,汽油,1990/6/5
小型汽车,A23600,汽油,1990/6/5
小型汽车,A01256,汽油,1990/6/6
大型汽车,A04780,汽油,1990/6/10
大型汽车,A15325,汽油,1990/6/13
大型汽车,A15324,汽油,1990/6/13
小型汽车,A18905,汽油,1990/6/15
小型汽车,A15363,汽油,1990/6/15
小型汽车,A15494,汽油,1990/6/17
小型汽车,A09479,汽油,1990/6/19
小型汽车,A13789,汽油,1990/6/23
大型汽车,A05564,汽油,1990/6/25
大型汽车,A19502,汽油,1990/7/1
大型汽车,A21993,汽油,1990/7/1
大型汽车,A05927,汽油,1990/7/1
大型汽车,A09749,汽油,1990/7/1
小型汽车,A75143,汽油,1990/7/1
大型汽车,A10005,汽油,1990/7/2
大型汽车,A40483,汽油,1990/7/5
大型汽车,A21733,汽油,1990/7/9
大型汽车,A22672,汽油,1990/7/10
大型汽车,A16136,汽油,1990/7/10
大型汽车,A15232,汽油,1990/7/10
小型汽车,A13446,汽油,1990/7/10
大型汽车,A23721,汽油,1990/7/11
小型汽车,A17605,汽油,1990/7/12
小型汽车,A25190,汽油,1990/7/13
小型汽车,A17775,汽油,1990/7/14
大型汽车,A06412,汽油,1990/7/17
小型汽车,A03119,汽油,1990/7/18
大型汽车,A11650,汽油,1990/7/20
小型汽车,A01209,汽油,1990/7/22
小型汽车,A10346,汽油,1990/7/24
大型汽车,A19844,汽油,1990/7/25
大型汽车,A06927,汽油,1990/7/25
大型汽车,A16459,汽油,1990/7/26
小型汽车,A09890,汽油,1990/7/26
大型汽车,A09752,汽油,1990/7/27
小型汽车,A12903,汽油,1990/7/27
大型汽车,A28172,汽油,1990/7/30
大型汽车,A08925,汽油,1990/8/1
大型汽车,A13384,汽油,1990/8/1
大型汽车,A10372,汽油,1990/8/1
大型汽车,A11296,汽油,1990/8/1
大型汽车,A20243,汽油,1990/8/1
大型汽车,A05984,汽油,1990/8/1
小型汽车,A23411,汽油,1990/8/1
小型汽车,A09874,汽油,1990/8/1
小型汽车,A12472,汽油,1990/8/1
小型汽车,A17702,汽油,1990/8/2
小型汽车,A10796,汽油,1990/8/2
小型汽车,A17506,汽油,1990/8/2
大型汽车,A06006,汽油,1990/8/5
小型汽车,A17701,汽油,1990/8/5
小型汽车,A03685,汽油,1990/8/7
小型汽车,A06661,汽油,1990/8/7
大型汽车,A21989,汽油,1990/8/8
大型汽车,A06004,汽油,1990/8/8
大型汽车,A20359,汽油,1990/8/10
小型汽车,A05259,汽油,1990/8/10
大型汽车,A04494,汽油,1990/8/13
大型汽车,A11649,汽油,1990/8/13
大型汽车,A06031,汽油,1990/8/15
大型汽车,A06032,汽油,1990/8/16
大型汽车,A16774,汽油,1990/8/17
小型汽车,A14235,汽油,1990/8/19
小型汽车,A06359,汽油,1990/8/19
小型汽车,A06306,汽油,1990/8/19
小型汽车,A11100,汽油,1990/8/20
小型汽车,A13331,汽油,1990/8/20
大型汽车,A00140,汽油,1990/8/22
大型汽车,A24074,汽油,1990/8/23
小型汽车,A18269,汽油,1990/8/23
大型汽车,A13861,汽油,1990/8/25
大型汽车,A21987,汽油,1990/8/29
大型汽车,A21998,汽油,1990/8/29
大型汽车,A21995,汽油,1990/8/29
小型汽车,A23353,汽油,1990/8/31
大型汽车,A10108,汽油,1990/9/1
大型汽车,A20120,汽油,1990/9/1
大型汽车,A22053,汽油,1990/9/1
大型汽车,A16239,汽油,1990/9/1
大型汽车,A05634,汽油,1990/9/1
大型汽车,A15407,汽油,1990/9/1
大型汽车,A10107,汽油,1990/9/1
大型汽车,A15408,汽油,1990/9/1
大型汽车,A20650,汽油,1990/9/1
大型汽车,A19770,汽油,1990/9/1
大型汽车,A12829,汽油,1990/9/1
大型汽车,A12831,汽油,1990/9/1
大型汽车,A20117,汽油,1990/9/1
大型汽车,A20118,汽油,1990/9/1
大型汽车,A10704,汽油,1990/9/1
小型汽车,A82405,汽油,1990/9/1
小型汽车,A10601,汽油,1990/9/1
小型汽车,A09094,汽油,1990/9/1
小型汽车,A12834,汽油,1990/9/1
大型汽车,A20453,汽油,1990/9/3
大型汽车,A20452,汽油,1990/9/3
大型汽车,A20454,汽油,1990/9/3
大型汽车,A20476,汽油,1990/9/7
小型汽车,A15025,汽油,1990/9/9
大型汽车,A18994,汽油,1990/9/11
大型汽车,A11473,汽油,1990/9/11
大型汽车,A11467,汽油,1990/9/11
大型汽车,A18993,汽油,1990/9/11
大型汽车,A11472,汽油,1990/9/11
小型汽车,A10734,汽油,1990/9/15
小型汽车,A24574,汽油,1990/9/16
大型汽车,A04468,汽油,1990/9/18
小型汽车,A22055,汽油,1990/9/21
大型汽车,A04112,汽油,1990/9/24
小型汽车,A09774,汽油,1990/9/24
小型汽车,A24243,汽油,1990/9/25
大型汽车,A10782,汽油,1990/9/28
大型汽车,A11234,汽油,1990/9/28
大型汽车,A11233,汽油,1990/9/28
大型汽车,A11301,汽油,1990/9/28
大型汽车,A28268,汽油,1990/9/28
大型汽车,A13739,汽油,1990/9/29
大型汽车,A13741,汽油,1990/9/29
大型汽车,A20473,汽油,1990/9/30
大型汽车,A20362,汽油,1990/9/30
大型汽车,A09654,汽油,1990/10/1
大型汽车,A06775,汽油,1990/10/1
大型汽车,A10145,汽油,1990/10/1
大型汽车,A09656,汽油,1990/10/1
大型汽车,A22190,汽油,1990/10/1
大型汽车,A22186,汽油,1990/10/1
大型汽车,A22194,汽油,1990/10/1
大型汽车,A08931,汽油,1990/10/1
大型汽车,A22192,汽油,1990/10/1
小型汽车,A08201,汽油,1990/10/1
小型汽车,A20103,汽油,1990/10/1
大型汽车,A04438,汽油,1990/10/5
大型汽车,A04459,汽油,1990/10/5
大型汽车,A19211,汽油,1990/10/5
大型汽车,A19213,汽油,1990/10/5
大型汽车,A19218,汽油,1990/10/5
大型汽车,A19212,汽油,1990/10/5
大型汽车,A19216,汽油,1990/10/5
大型汽车,A19215,汽油,1990/10/5
大型汽车,A19217,汽油,1990/10/5
大型汽车,A19214,汽油,1990/10/5
小型汽车,A22132,汽油,1990/10/5
小型汽车,A10106,汽油,1990/10/7
大型汽车,A06005,汽油,1990/10/8
小型汽车,A04195,汽油,1990/10/9
小型汽车,A18155,汽油,1990/10/9
大型汽车,A11870,汽油,1990/10/10
小型汽车,A10533,汽油,1990/10/10
大型汽车,A11864,汽油,1990/10/11
大型汽车,A11865,汽油,1990/10/11
大型汽车,A11868,汽油,1990/10/15
小型汽车,A25031,汽油,1990/10/15
小型汽车,A20954,汽油,1990/10/15
小型汽车,A22570,汽油,1990/10/18
大型汽车,A05304,汽油,1990/10/20
小型汽车,A24761,汽油,1990/10/20
大型汽车,A20477,汽油,1990/10/22
大型汽车,A20472,汽油,1990/10/22
大型汽车,A18912,汽油,1990/10/22
小型汽车,A19820,汽油,1990/10/23
大型汽车,A20378,汽油,1990/10/24
大型汽车,A13742,汽油,1990/10/24
大型汽车,A11867,汽油,1990/10/25
大型汽车,A20284,汽油,1990/10/27
大型汽车,A20364,汽油,1990/10/27
大型汽车,A20285,汽油,1990/10/27
大型汽车,A06498,汽油,1990/10/29
大型汽车,A10083,汽油,1990/10/29
大型汽车,A14180,汽油,1990/10/29
大型汽车,A07266,汽油,1990/10/30
小型汽车,A17081,汽油,1990/10/30
小型汽车,A19469,汽油,1990/10/30
大型汽车,A11402,汽油,1990/11/1
大型汽车,A06381,汽油,1990/11/1
大型汽车,A20546,汽油,1990/11/1
大型汽车,A10228,汽油,1990/11/1
大型汽车,A08726,汽油,1990/11/1
大型汽车,A08040,汽油,1990/11/1
大型汽车,A14565,汽油,1990/11/1
大型汽车,A14097,汽油,1990/11/1
大型汽车,A19274,汽油,1990/11/1
大型汽车,A19759,汽油,1990/11/1
大型汽车,A20542,汽油,1990/11/1
小型汽车,A05620,汽油,1990/11/1
小型汽车,A06894,汽油,1990/11/1
小型汽车,A03370,汽油,1990/11/1
小型汽车,A03998,汽油,1990/11/1
小型汽车,A24537,汽油,1990/11/1
教练汽车,A0599,汽油,1990/11/1
大型汽车,A10229,汽油,1990/11/2
大型汽车,A09387,汽油,1990/11/2
小型汽车,A23947,汽油,1990/11/2
大型汽车,A19530,汽油,1990/11/3
大型汽车,A19529,汽油,1990/11/3
大型汽车,A06183,汽油,1990/11/5
大型汽车,A11866,汽油,1990/11/6
大型汽车,A20352,汽油,1990/11/6
大型汽车,A05998,汽油,1990/11/7
大型汽车,A12588,汽油,1990/11/8
大型汽车,A21404,汽油,1990/11/9
大型汽车,A04815,汽油,1990/11/10
大型汽车,A04814,汽油,1990/11/10
大型汽车,A10080,汽油,1990/11/10
小型汽车,A19695,汽油,1990/11/11
小型汽车,A09687,汽油,1990/11/11
大型汽车,A20491,汽油,1990/11/12
大型汽车,A20374,汽油,1990/11/12
大型汽车,A20122,汽油,1990/11/12
大型汽车,A20121,汽油,1990/11/12
大型汽车,A13740,汽油,1990/11/12
小型汽车,A20370,汽油,1990/11/13
大型汽车,A01095,汽油,1990/11/14
小型汽车,A11696,汽油,1990/11/16
小型汽车,A24635,汽油,1990/11/18
大型汽车,A09638,汽油,1990/11/21
大型汽车,A09639,汽油,1990/11/21
大型汽车,A02620,汽油,1990/11/22
大型汽车,A05950,汽油,1990/11/25
大型汽车,A05802,汽油,1990/11/28
小型汽车,A17890,汽油,1990/11/28
小型汽车,A25012,汽油,1990/11/28
大型汽车,A20354,汽油,1990/11/30
大型汽车,A20286,汽油,1990/11/30
大型汽车,A13332,汽油,1990/11/30
大型汽车,A05500,汽油,1990/11/30
大型汽车,A04842,汽油,1990/11/30
大型汽车,A17124,汽油,1990/11/30
大型汽车,A14176,汽油,1990/11/30
大型汽车,A00424,汽油,1990/11/30
大型汽车,A05480,汽油,1990/11/30
大型汽车,A09237,汽油,1990/12/1
大型汽车,A28325,汽油,1990/12/1
大型汽车,A10319,汽油,1990/12/1
大型汽车,A16560,汽油,1990/12/1
大型汽车,A20124,汽油,1990/12/1
大型汽车,A20125,汽油,1990/12/1
大型汽车,A16559,汽油,1990/12/1
大型汽车,A04230,汽油,1990/12/1
小型汽车,A26834,汽油,1990/12/1
小型汽车,A14428,汽油,1990/12/1
小型汽车,A00604,汽油,1990/12/1
小型汽车,A10027,汽油,1990/12/1
大型汽车,A24003,汽油,1990/12/2
大型汽车,A18496,汽油,1990/12/3
大型汽车,A07491,汽油,1990/12/4
大型汽车,A06243,汽油,1990/12/4
小型汽车,A23841,汽油,1990/12/5
大型汽车,A20277,汽油,1990/12/7
大型汽车,A20276,汽油,1990/12/7
小型汽车,A01508,汽油,1990/12/7
小型汽车,A00028,汽油,1990/12/9
大型汽车,A08775,汽油,1990/12/10
大型汽车,A08768,汽油,1990/12/10
大型汽车,A08773,汽油,1990/12/10
大型汽车,A08772,汽油,1990/12/10
大型汽车,A08770,汽油,1990/12/10
大型汽车,A04537,汽油,1990/12/10
大型汽车,A04454,汽油,1990/12/10
小型汽车,A13448,汽油,1990/12/10
大型汽车,A04680,汽油,1990/12/11
小型汽车,A11027,汽油,1990/12/11
小型汽车,A04905,汽油,1990/12/11
小型汽车,A14353,汽油,1990/12/12
小型汽车,A24715,汽油,1990/12/12
大型汽车,A15299,汽油,1990/12/13
大型汽车,A15293,汽油,1990/12/13
大型汽车,A14597,汽油,1990/12/15
小型汽车,A18323,汽油,1990/12/15
小型汽车,A28976,汽油,1990/12/15
大型汽车,A20381,汽油,1990/12/16
大型汽车,A20379,汽油,1990/12/16
大型汽车,A20380,汽油,1990/12/16
大型汽车,A20484,汽油,1990/12/17
大型汽车,A12296,汽油,1990/12/17
大型汽车,A05808,汽油,1990/12/17
大型汽车,A15720,汽油,1990/12/17
大型汽车,A20489,汽油,1990/12/18
大型汽车,A20488,汽油,1990/12/18
大型汽车,A20371,汽油,1990/12/19
大型汽车,A20367,汽油,1990/12/19
大型汽车,A20490,汽油,1990/12/20
大型汽车,A22187,汽油,1990/12/20
大型汽车,A11371,汽油,1990/12/20
大型汽车,A22185,汽油,1990/12/20
大型汽车,A20287,汽油,1990/12/21
大型汽车,A20288,汽油,1990/12/21
大型汽车,A20290,汽油,1990/12/21
大型汽车,A22188,汽油,1990/12/22
大型汽车,A20291,汽油,1990/12/23
大型汽车,A09252,汽油,1990/12/24
小型汽车,A19761,汽油,1990/12/25
小型汽车,A01811,汽油,1990/12/26
小型汽车,A01979,汽油,1990/12/27
大型汽车,A21660,汽油,1990/12/28
大型汽车,A12237,汽油,1990/12/30
大型汽车,A12349,汽油,1990/12/30
大型汽车,A05149,汽油,1991/1/1
大型汽车,A12500,汽油,1991/1/1
大型汽车,A10438,汽油,1991/1/1
大型汽车,A09157,汽油,1991/1/1
大型汽车,A07739,汽油,1991/1/1
大型汽车,A21116,汽油,1991/1/1
大型汽车,A21115,汽油,1991/1/1
大型汽车,A14775,汽油,1991/1/1
大型汽车,A21109,汽油,1991/1/1
大型汽车,A28266,汽油,1991/1/1
大型汽车,A21557,汽油,1991/1/1
大型汽车,A11523,汽油,1991/1/1
大型汽车,A07892,汽油,1991/1/1
大型汽车,A10567,汽油,1991/1/1
大型汽车,A08803,汽油,1991/1/1
大型汽车,A21952,汽油,1991/1/1
大型汽车,A11215,汽油,1991/1/1
大型汽车,A12971,汽油,1991/1/1
大型汽车,A21107,汽油,1991/1/1
大型汽车,A06984,汽油,1991/1/1
大型汽车,A17446,汽油,1991/1/1
大型汽车,A21562,汽油,1991/1/1
大型汽车,A17591,汽油,1991/1/1
大型汽车,A21108,汽油,1991/1/1
大型汽车,A05860,汽油,1991/1/1
大型汽车,A08977,汽油,1991/1/1
大型汽车,A11248,汽油,1991/1/1
大型汽车,A21113,汽油,1991/1/1
大型汽车,A09158,汽油,1991/1/1
大型汽车,A21111,汽油,1991/1/1
大型汽车,A21110,汽油,1991/1/1
大型汽车,A21112,汽油,1991/1/1
大型汽车,A10569,汽油,1991/1/1
大型汽车,A21120,汽油,1991/1/1
大型汽车,A21119,汽油,1991/1/1
大型汽车,A04372,汽油,1991/1/1
大型汽车,A18367,汽油,1991/1/1
大型汽车,A21118,汽油,1991/1/1
大型汽车,A08255,汽油,1991/1/1
大型汽车,A17445,汽油,1991/1/1
大型汽车,A16369,汽油,1991/1/1
大型汽车,A02837,汽油,1991/1/1
大型汽车,A20629,汽油,1991/1/1
大型汽车,A10436,汽油,1991/1/1
大型汽车,A04059,汽油,1991/1/1
大型汽车,A10490,汽油,1991/1/1
大型汽车,A21561,汽油,1991/1/1
大型汽车,A11243,汽油,1991/1/1
大型汽车,A08224,汽油,1991/1/1
大型汽车,A21560,汽油,1991/1/1
大型汽车,A13107,汽油,1991/1/1
大型汽车,A13109,汽油,1991/1/1
大型汽车,A04427,汽油,1991/1/1
大型汽车,A07196,汽油,1991/1/1
大型汽车,A13317,汽油,1991/1/1
大型汽车,A08053,汽油,1991/1/1
大型汽车,A13120,汽油,1991/1/1
大型汽车,A11149,汽油,1991/1/1
大型汽车,A08957,汽油,1991/1/1
大型汽车,A21559,汽油,1991/1/1
大型汽车,A19769,汽油,1991/1/1
大型汽车,A17296,汽油,1991/1/1
大型汽车,A17553,汽油,1991/1/1
大型汽车,A13787,汽油,1991/1/1
大型汽车,A08272,汽油,1991/1/1
大型汽车,A05758,汽油,1991/1/1
大型汽车,A05788,汽油,1991/1/1
大型汽车,A17551,汽油,1991/1/1
大型汽车,A15693,汽油,1991/1/1
大型汽车,A06846,汽油,1991/1/1
大型汽车,A12806,汽油,1991/1/1
大型汽车,A06796,汽油,1991/1/1
大型汽车,A12813,汽油,1991/1/1
大型汽车,A11769,汽油,1991/1/1
大型汽车,A08854,汽油,1991/1/1
大型汽车,A17552,汽油,1991/1/1
大型汽车,A12812,汽油,1991/1/1
大型汽车,A12811,汽油,1991/1/1
大型汽车,A12807,汽油,1991/1/1
大型汽车,A17550,汽油,1991/1/1
大型汽车,A07822,汽油,1991/1/1
大型汽车,A07930,汽油,1991/1/1
大型汽车,A13386,汽油,1991/1/1
大型汽车,A06845,汽油,1991/1/1
大型汽车,A08474,汽油,1991/1/1
大型汽车,A06732,汽油,1991/1/1
大型汽车,A07643,汽油,1991/1/1
大型汽车,A07872,汽油,1991/1/1
大型汽车,A08932,汽油,1991/1/1
大型汽车,A11409,汽油,1991/1/1
大型汽车,A10321,汽油,1991/1/1
大型汽车,A08472,汽油,1991/1/1
大型汽车,A07264,汽油,1991/1/1
大型汽车,A06940,汽油,1991/1/1
大型汽车,A06281,汽油,1991/1/1
大型汽车,A21114,汽油,1991/1/1
大型汽车,A06752,汽油,1991/1/1
大型汽车,A05859,汽油,1991/1/1
小型汽车,A19143,汽油,1991/1/1
小型汽车,A20111,汽油,1991/1/1
小型汽车,A05651,汽油,1991/1/1
小型汽车,A25909,汽油,1991/1/1
小型汽车,A06503,汽油,1991/1/1
小型汽车,A23224,汽油,1991/1/1
小型汽车,A11467,汽油,1991/1/1
小型汽车,A23929,汽油,1991/1/1
小型汽车,A14454,汽油,1991/1/1
小型汽车,A18534,汽油,1991/1/1
小型汽车,A09626,汽油,1991/1/1
小型汽车,A27490,汽油,1991/1/1
小型汽车,A17089,汽油,1991/1/1
小型汽车,A06237,汽油,1991/1/1
小型汽车,A03209,汽油,1991/1/1
小型汽车,A15651,汽油,1991/1/1
小型汽车,A05884,汽油,1991/1/1
小型汽车,A05983,汽油,1991/1/1
小型汽车,A11846,汽油,1991/1/1
小型汽车,A06422,汽油,1991/1/1
小型汽车,A20492,汽油,1991/1/1
小型汽车,A19700,汽油,1991/1/1
小型汽车,A16080,汽油,1991/1/1
小型汽车,A15029,汽油,1991/1/1
小型汽车,A24401,汽油,1991/1/1
小型汽车,A24875,汽油,1991/1/1
小型汽车,A24874,汽油,1991/1/1
小型汽车,A24831,汽油,1991/1/1
小型汽车,A13259,汽油,1991/1/1
小型汽车,A24643,汽油,1991/1/1
小型汽车,A24220,汽油,1991/1/1
小型汽车,A13582,汽油,1991/1/1
小型汽车,A15177,汽油,1991/1/1
小型汽车,A19712,汽油,1991/1/1
小型汽车,A24674,汽油,1991/1/1
小型汽车,A17879,汽油,1991/1/1
小型汽车,A03340,汽油,1991/1/1
小型汽车,A27487,汽油,1991/1/1
小型汽车,A10643,汽油,1991/1/1
小型汽车,A24267,汽油,1991/1/1
小型汽车,A17080,汽油,1991/1/1
小型汽车,A17566,汽油,1991/1/1
小型汽车,A06866,汽油,1991/1/1
小型汽车,A25334,汽油,1991/1/1
小型汽车,A18453,汽油,1991/1/1
小型汽车,A18457,汽油,1991/1/1
小型汽车,A19163,汽油,1991/1/1
小型汽车,A09571,汽油,1991/1/1
小型汽车,A17649,汽油,1991/1/1
小型汽车,A09636,汽油,1991/1/1
小型汽车,A20030,汽油,1991/1/1
小型汽车,A14624,汽油,1991/1/1
小型汽车,A14780,汽油,1991/1/1
小型汽车,A13061,汽油,1991/1/1
小型汽车,A22483,汽油,1991/1/1
大型汽车,A28153,汽油,1991/1/3
大型汽车,A28161,汽油,1991/1/3
大型汽车,A28148,汽油,1991/1/3
大型汽车,A28168,汽油,1991/1/3
大型汽车,A28169,汽油,1991/1/3
大型汽车,A28167,汽油,1991/1/3
大型汽车,A28166,汽油,1991/1/3
大型汽车,A28164,汽油,1991/1/3
大型汽车,A28162,汽油,1991/1/3
大型汽车,A10696,汽油,1991/1/4
大型汽车,A10695,汽油,1991/1/4
大型汽车,A06936,汽油,1991/1/4
大型汽车,A15950,汽油,1991/1/4
小型汽车,A21665,汽油,1991/1/5
小型汽车,A06314,汽油,1991/1/5
大型汽车,A05783,汽油,1991/1/6
小型汽车,A12703,汽油,1991/1/6
小型汽车,A19732,汽油,1991/1/6
大型汽车,A05393,汽油,1991/1/7
大型汽车,A10625,汽油,1991/1/7
大型汽车,A06309,汽油,1991/1/8
大型汽车,A21063,汽油,1991/1/9
大型汽车,A21064,汽油,1991/1/9
大型汽车,A21067,汽油,1991/1/9
大型汽车,A21072,汽油,1991/1/9
大型汽车,A21066,汽油,1991/1/9
大型汽车,A21058,汽油,1991/1/9
大型汽车,A21059,汽油,1991/1/9
大型汽车,A21068,汽油,1991/1/9
大型汽车,A21065,汽油,1991/1/9
大型汽车,A21061,汽油,1991/1/9
大型汽车,A21062,汽油,1991/1/9
大型汽车,A21060,汽油,1991/1/9
大型汽车,A21055,汽油,1991/1/9
大型汽车,A21056,汽油,1991/1/9
大型汽车,A21718,汽油,1991/1/10
小型汽车,A12335,汽油,1991/1/10
小型汽车,A18050,汽油,1991/1/10
大型汽车,A17081,汽油,1991/1/11
小型汽车,A06129,汽油,1991/1/11
大型汽车,A07469,汽油,1991/1/12
大型汽车,A07319,汽油,1991/1/12
大型汽车,A05329,汽油,1991/1/12
大型汽车,A15170,汽油,1991/1/13
小型汽车,A19799,汽油,1991/1/13
大型汽车,A10197,汽油,1991/1/14
小型汽车,A19511,汽油,1991/1/14
大型汽车,A03601,汽油,1991/1/15
大型汽车,A06761,汽油,1991/1/15
大型汽车,A16349,汽油,1991/1/16
大型汽车,A17621,汽油,1991/1/16
大型汽车,A17972,汽油,1991/1/16
大型汽车,A06414,汽油,1991/1/16
大型汽车,A06762,汽油,1991/1/16
大型汽车,A06763,汽油,1991/1/16
小型汽车,A05793,汽油,1991/1/16
小型汽车,A34639,汽油,1991/1/16
大型汽车,A14861,汽油,1991/1/19
小型汽车,A10136,汽油,1991/1/20
大型汽车,A09273,汽油,1991/1/21
大型汽车,A07524,汽油,1991/1/23
小型汽车,A03781,汽油,1991/1/23
小型汽车,A16225,汽油,1991/1/23
大型汽车,A05679,汽油,1991/1/24
大型汽车,A04313,汽油,1991/1/26
大型汽车,A08603,汽油,1991/1/28
大型汽车,A14998,汽油,1991/1/29
小型汽车,A09953,汽油,1991/1/30
小型汽车,A16817,汽油,1991/1/30
大型汽车,A16251,汽油,1991/2/1
大型汽车,A21514,汽油,1991/2/1
大型汽车,A21513,汽油,1991/2/1
大型汽车,A21507,汽油,1991/2/1
大型汽车,A21511,汽油,1991/2/1
大型汽车,A21512,汽油,1991/2/1
大型汽车,A21413,汽油,1991/2/1
大型汽车,A21406,汽油,1991/2/1
大型汽车,A21408,汽油,1991/2/1
大型汽车,A21412,汽油,1991/2/1
大型汽车,A21410,汽油,1991/2/1
大型汽车,A21411,汽油,1991/2/1
大型汽车,A21516,汽油,1991/2/1
大型汽车,A21556,汽油,1991/2/1
